,cycle_type,Time,Capacity
80,discharge,3191.735,1.4596775560238577
81,charge,10762.766,
82,discharge,3190.313,1.4396159938545154
83,charge,10727.078,
84,discharge,3182.156,1.4195512657848512
85,charge,10807.75,
86,discharge,3180.156,1.4118101714470452
87,charge,10788.031,
88,discharge,3171.953,1.4044196701845313
89,impedance,0.121864842218067,0.14334201731598456
90,charge,10810.422,
91,impedance,0.12221258919096821,0.1405649119516749
92,discharge,3192.172,1.4735059098606866
93,charge,10651.297,
94,discharge,3194.735,1.492658600645149
95,charge,10503.469,
96,discharge,3178.75,1.4820260149945934
97,charge,10696.625,
98,discharge,3165.359,1.423575357658995
99,charge,10591.812000000005,
100,discharge,3155.25,1.4038252197245347
101,impedance,0.12041201490908228,0.14184604744881527
102,charge,10767.687,
103,impedance,0.12136730346225624,0.1424974651809117
104,discharge,3173.766,1.5363173478836125
105,impedance,0.12197512790447636,0.14071544730073365
106,charge,10543.359,
107,impedance,0.12310728219568262,0.1405676747491041
108,discharge,3199.485,1.5440367168176732
109,charge,10542.234,
110,discharge,3196.015,1.507892155360249
111,charge,4952.234,
112,discharge,3595.281,1.8203060058691092
113,impedance,0.1280466918304601,0.14706433009167327
114,charge,10489.172,
115,impedance,0.1249733640758512,0.1434122906953782
116,discharge,3198.0,1.5936575758226643
117,charge,10585.468999999997,
118,discharge,3183.516,1.533070464968097
119,charge,10624.344,
120,discharge,3183.797,1.4862143093107285
121,charge,10808.781,
122,discharge,3191.516,1.5029318848267783
123,charge,10616.407,
124,discharge,3189.985,1.5202185406928062
125,impedance,0.12533626858896066,0.1434592387184511
126,charge,10536.312,
127,impedance,0.1260670230602223,0.14352265573372583
128,discharge,3189.734,1.5118194735004464
129,charge,10560.766,
130,discharge,3176.016,1.464601301820905
131,charge,10591.016000000003,
132,discharge,3171.36,1.4546140961511749
133,charge,10619.391,
134,discharge,3170.843,1.4333400490204142
135,charge,10570.531,
136,discharge,3164.672,1.4493262346396159
137,impedance,0.1253586044095035,0.14424266476780997
138,charge,10776.312,
139,impedance,0.12527131709476477,0.14355910749737863
140,discharge,3177.453,1.495199821798908
141,charge,10466.766,
142,discharge,3172.375,1.4720590241846008
143,charge,10605.265,
144,discharge,3158.406,1.4097383014648728
145,charge,10603.125,
146,discharge,3141.578,1.3861944181384176
147,charge,10606.375,
148,discharge,3138.187,1.3624125407550536
149,impedance,0.1251824703120263,0.1461301418255401
150,charge,10776.875,
151,impedance,0.1235425210299043,0.14367130688574628
152,discharge,3157.969,1.4471377445077278
153,charge,10545.562,
154,discharge,3159.281,1.4554483390450048
155,charge,10429.0,
156,discharge,3150.375,1.4423952167302958
157,charge,10565.141,
158,discharge,3134.078,1.377541945989605
159,charge,10601.171000000002,
160,discharge,3129.797,1.3539935892900532
161,impedance,0.12422680305780062,0.14516551252874973
162,charge,10754.719,
163,impedance,0.12375450858805917,0.14580687293379516
164,discharge,3161.89,1.5509038861664448
165,impedance,0.12509569202349383,0.14535457187745973
166,charge,10584.188,
167,impedance,0.1267251796303376,0.1452212888923113
168,discharge,3196.859,1.5562932697752867
169,charge,10464.969,
170,discharge,3171.906,1.5067526605064707
171,charge,10569.391,
172,discharge,3160.8429999999935,1.444138733302766
173,charge,10571.078,
174,discharge,3147.141,1.4144103811292437
175,charge,10625.235,
176,discharge,3141.203,1.3897574212362729
177,impedance,0.12401519142076539,0.14596393835064198
178,charge,10745.625,
179,impedance,0.1257307656681546,0.14543216158280214
180,discharge,3151.047,1.449968311475299
181,charge,10181.329,
182,discharge,3159.172,1.4678653068012166
183,charge,10451.172,
184,discharge,3141.047,1.4290644310445066
185,charge,10622.0,
186,discharge,3135.0310000000027,1.376744834668327
187,charge,10618.156,
188,discharge,3117.984,1.3515813262521057
189,impedance,0.12587543856869396,0.14682926664583476
190,charge,10808.063,
191,impedance,0.12534411179359725,0.14788025975931193
192,discharge,3125.328,1.353993472828928
193,charge,10685.218,
194,discharge,3120.172,1.3577165116893766
195,charge,10707.359,
196,discharge,3116.641,1.334169315351027
197,charge,10745.422,
198,discharge,3110.844,1.3372147888783987
199,charge,10771.906000000003,
200,discharge,3101.406,1.339045224276927
201,impedance,0.12453059760284563,0.14701957655925368
202,charge,10787.235,
203,impedance,0.12527841795391,0.14780389299708344
204,discharge,3099.563,1.3439244604756322
205,charge,10792.047,
206,discharge,3104.64,1.3454786192090245
207,charge,10773.047,
208,discharge,3099.875,1.3482263029682544
209,charge,10769.843,
210,discharge,3093.25,1.3373192299576058
211,charge,10775.547,
212,discharge,3086.688,1.3402523341553034
213,impedance,0.12514426993592384,0.1479917274975092
214,charge,10812.718999999997,
215,impedance,0.12503673880990576,0.14709839825347462
216,discharge,3094.281,1.3290965682379121
217,charge,10757.516,
218,discharge,3088.328,1.3323485655766352
219,charge,10744.219,
220,discharge,3095.687,1.3501541310555516
221,charge,10683.484,
222,discharge,3102.062,1.381523441054128
223,charge,10618.578,
224,discharge,3107.141,1.3835971952817807
225,impedance,0.12501919950433807,0.14557947640155203
226,charge,10812.922,
227,impedance,0.12467329235782244,0.14748044207172012
228,discharge,3090.719,1.3301161862080901
229,charge,10742.593999999997,
230,discharge,3069.812,1.3176982121703233
231,charge,10811.156,
232,discharge,3064.437,1.3063657719651272
233,charge,10808.406,
234,discharge,3083.25,1.3381567383793782
235,charge,10785.266,
236,discharge,3076.484,1.3563258092165067
237,impedance,0.12499548805511769,0.1454261128439781
238,charge,10777.656,
239,impedance,0.12510922586265477,0.14713518551853855
240,discharge,3081.297,1.3648997529550058
241,charge,10717.719,
242,discharge,3065.953,1.3337639975535058
243,charge,10795.0,
244,discharge,3055.828,1.3060123668658763
245,charge,10810.0,
246,discharge,3051.468,1.3101868361375808
247,charge,10812.297,
248,discharge,3069.0,1.3567668941696103
249,impedance,0.12715033918595858,0.14681949893074303
250,charge,10813.297,
251,impedance,0.12646381756196046,0.14648062666585737
252,discharge,3079.235,1.3916857433587717
253,charge,10572.094,
254,discharge,3070.344,1.3629935079344777
255,charge,10745.296,
256,discharge,3051.4839999999967,1.3211711973900628
257,charge,10810.547,
258,discharge,3054.812,1.3074869015593356
259,charge,10810.781,
260,discharge,3046.532,1.3105881895483489
261,impedance,0.12629283692192952,0.14924938739821067
262,charge,10811.64,
263,impedance,0.12712331469517385,0.14658666242262558
264,discharge,3071.782,1.376312668196664
265,charge,10607.422,
266,discharge,3074.532,1.391764929132287
267,charge,10584.0,
268,discharge,3053.656,1.3649746353453525
269,charge,10770.858999999997,
270,discharge,3031.953,1.3219093937291897
271,charge,10789.422,
272,discharge,3023.5,1.3090033888073913
273,impedance,0.12467657922262426,0.1488448574616441
274,charge,10811.891,
275,impedance,0.12448935870719206,0.1481547693370429
276,discharge,3042.703,1.3327005721973733
277,charge,3379.656,
278,discharge,4424.203,1.7423975189669398
279,impedance,0.12752625849069282,0.14760489045437203
280,charge,10344.968,
281,impedance,0.12729606918141628,0.1479466364268468
282,discharge,3066.766,1.37734756281946
283,charge,10651.062000000005,
284,discharge,3046.125,1.34875988767775
285,charge,10701.828,
286,discharge,3033.625,1.3501504559881146
287,charge,10816.234,
288,discharge,3028.562,1.3387814875085953
289,charge,10764.218,
290,discharge,3020.984,1.3253371210402685
291,impedance,0.1260424220403596,0.1491036847446478
292,charge,10807.375,
293,impedance,0.1259736664142202,0.1476030885314802
294,discharge,3017.391,1.3308160596334049
295,charge,10706.156,
296,discharge,3022.14,1.333083376618503
297,charge,10763.452999999994,
298,discharge,3009.016,1.3333226534895923
299,charge,10815.579,
300,discharge,3014.672,1.3264281097516475
301,charge,10810.235,
302,discharge,3010.703,1.323971040986857
303,impedance,0.12492968061418613,0.15013244708852103
304,charge,10811.25,
305,impedance,0.12592318630908422,0.14900221863942292
306,discharge,3011.75,1.3249364225071156
307,charge,10812.766,
308,discharge,3005.734,1.3283067675570923
309,charge,10807.047,
310,discharge,2993.75,1.314584348909226
311,charge,10815.985,
312,discharge,2998.125,1.3166841798543303
313,charge,10815.203,
314,discharge,2990.859,1.3041727649654073
315,impedance,0.12514785764223796,0.14953131214706344
316,charge,10812.266,
317,impedance,0.12721211058806703,0.14904781793382083
318,discharge,3024.453,1.3534450073572306
319,charge,10631.063,
320,discharge,3030.765,1.371294082513786
321,charge,10815.844,
322,discharge,3020.813,1.357699321922511
323,charge,10811.531,
324,discharge,2998.156,1.3286903090919502
325,charge,10810.342999999993,
326,discharge,2986.766,1.3143943268181724
327,impedance,0.12502201044319572,0.14883625258129018
328,charge,10810.109,
329,impedance,0.12614980127065387,0.14888025395802765
330,discharge,3032.328,1.3866783030110723
331,impedance,0.1262382116404525,0.14777245272754047
332,charge,10787.516,
333,impedance,0.12752737999818914,0.14835810683216127
334,discharge,3047.703,1.3868330458429208
335,charge,10668.625,
336,discharge,3034.968,1.3548037379291014
337,charge,10815.344,
338,discharge,3011.7339999999967,1.3255787669951669
339,charge,10814.062,
340,discharge,3002.922,1.3119728676377553
341,charge,10638.484,
342,discharge,2986.718,1.3064487948795198
343,impedance,0.12670676499421998,0.15055591414968797
344,charge,10666.125,
345,impedance,0.12712394156179058,0.14733489661928478
346,discharge,3006.203,1.3418431880549024
347,charge,10496.344,
348,discharge,3011.609,1.3609210170759327
349,charge,10455.453,
350,discharge,2985.953,1.3299603677394973
351,charge,10542.188,
352,discharge,2976.3129999999946,1.299069387625936
353,charge,10682.156,
354,discharge,2964.75,1.2984544371955695
355,impedance,0.1261700764551827,0.149951006318501
356,charge,10794.25,
357,impedance,0.12607750434285367,0.14854691995880184
358,discharge,2969.953,1.3176486091610087
359,charge,10508.656,
360,discharge,2988.453,1.3360648564106594
361,charge,10531.406,
362,discharge,3001.235,1.3635797361860138
363,charge,10811.484,
364,discharge,2976.234,1.3333112541544827
365,charge,10810.406000000003,
366,discharge,2950.39,1.3023273463118925
367,impedance,0.12598470091171743,0.15009078391973413
368,charge,10812.828,
369,impedance,0.1258468150180572,0.15004171134665786
370,discharge,2941.719,1.2888728444455875
371,charge,10816.953,
372,discharge,2946.969,1.2902746194203034
373,charge,10816.0,
374,discharge,2936.171,1.292407565676824
375,charge,10812.969,
376,discharge,2927.281,1.2954091505102339
377,charge,10810.235,
378,discharge,2924.422,1.283229881592695
379,impedance,0.12566109406016077,0.15055468684649562
380,charge,10812.327999999994,
381,impedance,0.1259459876773694,0.1508850262189733
382,discharge,3023.859,1.4557454024367817
383,impedance,0.1281248698098174,0.14605420190100504
384,charge,10813.078,
385,impedance,0.12917547099435936,0.1487549819388528
386,discharge,3056.172,1.454676342673242
387,charge,10718.25,
388,discharge,3045.078,1.423427718198495
389,charge,10813.672000000006,
390,discharge,3034.25,1.392551210363313
391,charge,10813.625,
392,discharge,3022.609,1.3765732493746907
393,charge,10814.219,
394,discharge,3028.828,1.3810190828982352
395,impedance,0.12817694826009338,0.14962009395491102
396,charge,10816.469,
397,impedance,0.12933937692896205,0.1488266666977823
398,discharge,3037.875,1.4007568321672863
399,charge,10616.703,
400,discharge,3023.187,1.374645303479972
401,charge,10817.984,
402,discharge,2996.922,1.3345924114397838
403,charge,10812.358999999997,
404,discharge,2986.469,1.336396621564738
405,charge,10818.204,
406,discharge,2979.219,1.3069152971756248
407,impedance,0.12806198607608624,0.15201514674694402
408,charge,10813.203,
409,impedance,0.1288554727133594,0.15063031795521487
410,discharge,2995.047,1.341539456674081
411,charge,10812.969,
412,discharge,2989.828,1.346388970161922
413,charge,10818.125,
414,discharge,2989.391,1.344989807277774
415,charge,10815.469,
416,discharge,2967.2810000000027,1.3158760805047784
417,charge,10815.516,
418,discharge,2962.609,1.2972766889740088
419,impedance,0.12762332064717744,0.15206116447944432
420,charge,10811.14,
421,impedance,0.12852359406860886,0.1513695168864817
422,discharge,2957.016,1.2851255211005648
423,charge,10812.468,
424,discharge,2973.281,1.3190209156530253
425,charge,10678.937,
426,discharge,2968.016,1.3410097849290994
427,charge,10678.609,
428,discharge,2959.281,1.326126983882746
429,charge,10814.265,
430,discharge,2942.797000000006,1.3091442679990724
431,impedance,0.12813991961449858,0.1531332374519551
432,charge,10814.5,
433,impedance,0.12776245905704176,0.1517947179106206
434,discharge,2978.89,1.363001289617145
435,impedance,0.12803013479711486,0.14962083003574808
436,charge,10813.187,
437,impedance,0.12876327329854925,0.15122890704265185
438,discharge,2948.891,1.329285701687194
439,charge,10817.047000000006,
440,discharge,2938.547,1.2969085930621855
441,charge,10818.532,
442,discharge,2925.484,1.2986285924941396
443,charge,10818.734,
444,discharge,2917.297,1.2840657611821942
445,charge,10815.032,
446,discharge,2918.938,1.3021015914136362
447,impedance,0.12733503272360577,0.15260069350244984
448,charge,10812.547,
449,impedance,0.12793445403942608,0.15305295395950377
450,discharge,2918.25,1.3089076351731335
451,charge,10817.422,
452,discharge,2915.4839999999967,1.2722519696513912
453,charge,10812.734,
454,discharge,2906.015,1.276011534360331
455,charge,10812.219,
456,discharge,2894.14,1.2605053003103004
457,charge,10816.39,
458,discharge,2892.031,1.2660681251347115
459,impedance,0.1269216243169195,0.15237598709994343
460,charge,10815.938,
461,impedance,0.12739231957297595,0.15304158902324658
462,discharge,2888.719,1.265829016865281
463,charge,10815.407,
464,discharge,2875.641,1.2655873898206993
465,charge,10816.734,
466,discharge,2860.7810000000027,1.2663598323027554
467,charge,10811.922,
468,discharge,2852.844,1.2868479432728903
469,charge,10818.797,
470,discharge,2854.64,1.270026164613209
471,impedance,0.12750449647447393,0.1525147927664144
472,charge,10814.703,
473,impedance,0.1290102771463865,0.14869565526770281
474,discharge,2897.844,1.34598253292492
475,charge,10818.328,
476,discharge,2896.063,1.3286875315413778
477,charge,10811.765,
478,discharge,2866.234,1.31203071983408
479,charge,10815.328999999998,
480,discharge,2836.609,1.295125492961198
481,charge,10815.813,
482,discharge,2829.516,1.2802601605963335
483,impedance,0.12848890210288166,0.15296691204250196
484,charge,10818.14,
485,impedance,0.12781469468004525,0.15295508998008162
