,cycle_type,Time,Capacity
114,impedance,0.07280892714065398,0.21320167120740832
115,discharge,1067.641,0.06714781920234739
116,charge,10806.531,
117,discharge,1048.687,0.06732001211690299
118,charge,10803.828,
119,discharge,1039.984,0.06784038051613318
120,charge,10805.687000000005,
121,discharge,687.328,0.06799604927210635
122,charge,9426.047,
123,discharge,1047.531,0.06828011147886554
124,impedance,0.06928729827214222,0.19857680669608677
125,charge,10802.828,
126,impedance,0.06712934292908875,0.20809437170792122
127,discharge,1038.375,0.06844632943125976
128,charge,10806.515,
129,discharge,1030.703,0.06851361914788083
130,charge,10806.563,
131,discharge,1010.765,0.06887402435616684
132,charge,10805.016,
133,discharge,1025.719,0.056544389321695726
134,charge,10803.234,
135,discharge,1016.859,0.06918353164189846
136,impedance,0.06923030864208446,0.18972164522521573
137,charge,10804.39,
138,impedance,0.07091012197876406,0.19117202497651758
139,discharge,1021.079,0.059122086455436665
140,charge,10805.093,
141,discharge,1010.562,0.06956120084140223
142,charge,10803.343,
143,discharge,1003.313,0.07017897804376615
144,charge,10804.438,
145,discharge,1006.187,0.07028148183862523
146,charge,10805.344,
147,discharge,996.765,0.05787364202878375
148,impedance,0.06577386308568442,0.2053526238059936
149,charge,10803.656,
150,impedance,0.07821033552856102,0.2178688419683504
151,discharge,999.422,0.07056618554293374
152,charge,10804.406,
153,discharge,990.234,0.057989410208958
154,charge,10804.733999999997,
155,discharge,608.953,0.07129266446800787
156,charge,10803.687,
157,discharge,586.719,0.07146546557664281
158,charge,10496.5,
159,discharge,575.922,0.0716254973792324
160,impedance,0.07746547673166536,0.20470618804390933
161,charge,10132.125,
162,impedance,0.07821325356744199,0.21410546814283368
163,discharge,1050.406,0.07192596356272017
164,impedance,0.07826900886795116,0.2053281881889852
165,charge,10806.375,
166,impedance,0.0807128037794328,0.19832731033743434
167,discharge,1040.75,0.058840095111364746
168,charge,10805.687,
169,discharge,1019.125,0.07213853480103966
170,charge,10807.125,
171,discharge,618.844,0.07231835711877917
172,charge,10806.219,
173,discharge,1039.547,0.05938170626668099
174,charge,10804.937,
175,discharge,1004.328,0.07294488485625279
176,impedance,0.07645696609192697,0.20407816315700628
177,charge,10806.062,
178,impedance,0.07712136345922976,0.21145936697056872
179,discharge,1005.75,0.07306917734079586
180,charge,10806.281,
181,discharge,995.797,0.07317054128128272
182,charge,10803.813,
183,discharge,998.921,0.07347430293304898
184,charge,10805.718,
185,discharge,989.141,0.06010697591831878
186,charge,10807.077999999994,
187,discharge,979.203,0.07383162509955737
188,impedance,0.07489019951452301,0.2102242477486811
189,charge,10804.672,
190,impedance,0.07743646557440483,0.21194602938813917
191,discharge,994.031,0.060495215307428206
192,charge,10804.688,
193,discharge,971.516,0.060604010237618126
194,charge,10803.297,
195,discharge,810.563,0.06073438432235217
196,charge,10807.219,
197,discharge,599.047,0.06099653048237791
198,charge,10802.344,
199,discharge,109.078,0.061130459259873135
200,impedance,0.07965073217216787,0.2188828736100156
201,charge,4877.25,
202,impedance,0.07675873388972675,0.20599127868849398
203,discharge,109.17099999999999,0.06129124410987595
204,charge,4091.172000000006,
205,discharge,96.484,0.06130329065804092
206,charge,3046.829,
207,discharge,109.094,0.061151661574090986
208,charge,3301.0,
209,discharge,96.906,0.061405387192057306
210,charge,3004.844,
211,discharge,97.015,0.06175780765942851
212,impedance,0.07431721146026819,0.20879222067530923
213,charge,3752.781,
214,impedance,0.07581858920714557,0.2025122662195648
215,discharge,5608.781,1.5250840516518187
216,impedance,0.08157301854068076,0.22734166264831673
217,charge,10807.359,
218,impedance,0.07796586137129172,0.19794737391773157
219,discharge,5703.296,1.552568811301301
220,charge,10803.25,
221,discharge,5668.032,1.5427752626774387
222,charge,10805.14,
223,discharge,5634.047,1.5331932831264679
224,charge,10802.829,
225,discharge,5582.375,1.5152721949172019
226,charge,10802.656,
227,discharge,5567.329,1.5074989761997712
228,impedance,0.08159659031314681,0.22908998278296022
229,charge,10803.047000000006,
230,impedance,0.07567007904044705,0.19391165804198185
231,discharge,5528.453,1.4896288908647644
232,charge,10802.312,
233,discharge,5513.39,1.4780778852088083
234,charge,10802.484,
235,discharge,5486.187,1.4700035345334466
236,charge,10802.266,
237,discharge,5461.922,1.4565623180137077
238,charge,10803.234,
239,discharge,5438.157,1.445976962830235
240,impedance,0.0827731208742837,0.2456589718806829
241,charge,10807.89,
242,impedance,0.07733174135424246,0.19480437519666294
243,discharge,5402.875,1.4325855992469252
244,charge,10803.938,
245,discharge,5384.438,1.4197344854662965
246,charge,10807.062,
247,discharge,5344.859,1.401262575071573
248,charge,10806.157,
249,discharge,5305.156,1.3862945308535968
250,charge,10804.781,
251,discharge,5284.547,1.384130256052478
252,impedance,0.08206133066843534,0.2345891909586788
253,charge,10808.187000000005,
254,impedance,0.0752054973692065,0.22105217041987163
255,discharge,5267.843,1.3651743201871416
256,charge,10805.625,
257,discharge,5229.688,1.361508332192898
258,charge,10805.5,
259,discharge,5206.954,1.351001663879717
260,charge,10803.016,
261,discharge,5179.062,1.3282588067265129
262,charge,10803.875,
263,discharge,5144.109,1.3257206687421472
264,impedance,0.08381627026061537,0.22155586211686823
265,charge,10807.344,
266,impedance,0.0782066915934319,0.21741559374160302
267,discharge,5142.891,1.3142909715978441
268,charge,10805.812,
269,discharge,5109.734,1.3003260094811093
270,charge,10804.172,
271,discharge,5078.937,1.2881071401556836
272,charge,10803.296,
273,discharge,5051.672,1.2767801501201566
274,charge,9991.187,
