,cycle_type,Time,Capacity
107,impedance,0.07813559370869873,0.09666841484027165
108,discharge,3199.485,1.6348129972245726
109,charge,10542.234,
110,discharge,3196.015,1.6117053637342613
111,charge,4952.234,
112,discharge,3595.281,1.8851401699720662
113,impedance,0.08015421681673482,0.09981592026577626
114,charge,10489.172,
115,impedance,0.07755371366460807,0.09781817403649161
116,discharge,3198.0,1.6584957887780232
117,charge,10585.468999999997,
118,discharge,3183.516,1.62418934644937
119,charge,10624.344,
120,discharge,3183.797,1.6041720988563641
121,charge,10808.781,
122,discharge,3191.516,1.6080016740907346
123,charge,10616.407,
124,discharge,3189.985,1.6256752138435595
125,impedance,0.07873354399814018,0.09937176234810975
126,charge,10536.312,
127,impedance,0.07879846731289611,0.09851406123197806
128,discharge,3189.734,1.617632765910718
129,charge,10560.766,
130,discharge,3176.016,1.5973191489094263
131,charge,10591.016000000003,
132,discharge,3171.36,1.5875852250170606
133,charge,10619.391,
134,discharge,3170.843,1.5802530015403684
135,charge,10570.531,
136,discharge,3164.672,1.583036530487776
137,impedance,0.0785638993834146,0.10088597386866244
138,charge,10776.312,
139,impedance,0.08011359070270958,0.1009818646643406
140,discharge,3177.453,1.6027138832797037
141,charge,10466.766,
142,discharge,3172.375,1.5930709154513834
143,charge,10605.265,
144,discharge,3158.406,1.5448888685020246
145,charge,10603.125,
146,discharge,3141.578,1.5352188565640517
147,charge,10606.375,
148,discharge,3138.187,1.5252677314227332
149,impedance,0.07894729254478701,0.10267850814484657
150,charge,10776.875,
151,impedance,0.08021572417614752,0.10248771449332215
152,discharge,3157.969,1.5559492005453626
153,charge,10545.562,
154,discharge,3159.281,1.5648029438427147
155,charge,10429.0,
156,discharge,3150.375,1.5518620461881205
157,charge,10565.141,
158,discharge,3134.078,1.5144550545105004
159,charge,10601.171000000002,
160,discharge,3129.797,1.5051936202146428
161,impedance,0.07967228583291013,0.10436886508162184
162,charge,10754.719,
163,impedance,0.078896432714675,0.10577361142592623
164,discharge,3161.89,1.605823969917045
165,impedance,0.08095228424584645,0.10423368617253449
166,charge,10584.188,
167,impedance,0.08244082135526024,0.10317018481322496
168,discharge,3196.859,1.6249005195877049
169,charge,10464.969,
170,discharge,3171.906,1.589785130036615
171,charge,10569.391,
172,discharge,3160.8429999999935,1.5552386152299904
173,charge,10571.078,
174,discharge,3147.141,1.539756404636803
175,charge,10625.235,
176,discharge,3141.203,1.5293174002138357
177,impedance,0.08251365000631228,0.1085398761868469
178,charge,10745.625,
179,impedance,0.0839073124416653,0.10819030263323748
180,discharge,3151.047,1.547680553576876
181,charge,10181.329,
182,discharge,3159.172,1.5659920939439786
183,charge,10451.172,
184,discharge,3141.047,1.5416252851780505
185,charge,10622.0,
186,discharge,3135.0310000000027,1.517590655990168
187,charge,10618.156,
188,discharge,3117.984,1.5075202042593092
189,impedance,0.08620568898836796,0.11143306012842234
190,charge,10808.063,
191,impedance,0.08655522743794264,0.11199345211570125
192,discharge,3125.328,1.49549282626034
193,charge,10685.218,
194,discharge,3120.172,1.4997618811573148
195,charge,10707.359,
196,discharge,3116.641,1.4906966807803954
197,charge,10745.422,
198,discharge,3110.844,1.4800999425051866
199,charge,10771.906000000003,
200,discharge,3101.406,1.4676091496100632
201,impedance,0.08401100234058943,0.11185708163472359
202,charge,10787.235,
203,impedance,0.08640692598942966,0.11284501014887215
204,discharge,3099.563,1.4729818491920503
205,charge,10792.047,
206,discharge,3104.64,1.4742872137206404
207,charge,10773.047,
208,discharge,3099.875,1.4635162808346138
209,charge,10769.843,
210,discharge,3093.25,1.4527095680488362
211,charge,10775.547,
212,discharge,3086.688,1.4557303847230247
213,impedance,0.08804071174328476,0.11509946309659824
214,charge,10812.718999999997,
215,impedance,0.08870506697670173,0.11601563444045797
216,discharge,3094.281,1.459740099618568
217,charge,10757.516,
218,discharge,3088.328,1.448711504158192
219,charge,10744.219,
220,discharge,3095.687,1.4666759762884336
221,charge,10683.484,
222,discharge,3102.062,1.4689502109504418
223,charge,10618.578,
224,discharge,3107.141,1.471116588522042
225,impedance,0.0871323047584353,0.11424567355700767
226,charge,10812.922,
227,impedance,0.08989235425839474,0.11529099764147487
228,discharge,3090.719,1.4473012364654927
229,charge,10742.593999999997,
230,discharge,3069.812,1.4205315547561643
231,charge,10811.156,
232,discharge,3064.437,1.4241466094817417
233,charge,10808.406,
234,discharge,3083.25,1.4412820083364295
235,charge,10785.266,
236,discharge,3076.484,1.4448965388921615
237,impedance,0.08952277428410511,0.11388355134778545
238,charge,10777.656,
239,impedance,0.09216310775593325,0.11469684547497278
240,discharge,3081.297,1.4540256354795746
241,charge,10717.719,
242,discharge,3065.953,1.4226030447542912
243,charge,10795.0,
244,discharge,3055.828,1.410196954589097
245,charge,10810.0,
246,discharge,3051.468,1.4144881298999457
247,charge,10812.297,
248,discharge,3069.0,1.431360032946153
249,impedance,0.08712726958905677,0.11382864870613792
250,charge,10813.297,
251,impedance,0.09010964280302308,0.1147335217159905
252,discharge,3079.235,1.4515133236517528
253,charge,10572.094,
254,discharge,3070.344,1.4230376757726733
255,charge,10745.296,
256,discharge,3051.4839999999967,1.396298696255913
257,charge,10810.547,
258,discharge,3054.812,1.3979060730399124
259,charge,10810.781,
260,discharge,3046.532,1.4011347560096767
261,impedance,0.08920178095898555,0.11767417730825537
262,charge,10811.64,
263,impedance,0.09243609394967607,0.11637040469038591
264,discharge,3071.782,1.436782528945267
265,charge,10607.422,
266,discharge,3074.532,1.4370006879546382
267,charge,10584.0,
268,discharge,3053.656,1.410355528453481
269,charge,10770.858999999997,
270,discharge,3031.953,1.382633397996189
271,charge,10789.422,
272,discharge,3023.5,1.3699403583067564
273,impedance,0.0908046082519217,0.12076514401175518
274,charge,10811.891,
275,impedance,0.09204751731691913,0.12039978647612165
276,discharge,3042.703,1.3786129327882322
277,charge,3379.656,
278,discharge,4424.203,1.8035959863147193
279,impedance,0.08504342699559733,0.11088118672103589
280,charge,10344.968,
281,impedance,0.08639164111287972,0.11121235535436227
282,discharge,3066.766,1.4234424290662009
283,charge,10651.062000000005,
284,discharge,3046.125,1.3946003892958663
285,charge,10701.828,
286,discharge,3033.625,1.3961613987822286
287,charge,10816.234,
288,discharge,3028.562,1.384968608315797
289,charge,10764.218,
290,discharge,3020.984,1.3715114742475478
291,impedance,0.09086879211921062,0.11882441542912281
292,charge,10807.375,
293,impedance,0.09066749796882452,0.1189578328356123
294,discharge,3017.391,1.3616865084879255
295,charge,10706.156,
296,discharge,3022.14,1.3796301360966086
297,charge,10763.452999999994,
298,discharge,3009.016,1.364231776003204
299,charge,10815.579,
300,discharge,3014.672,1.3418414512081456
301,charge,10810.235,
302,discharge,3010.703,1.3552215695792247
303,impedance,0.09070548911790466,0.12101417671779999
304,charge,10811.25,
305,impedance,0.0909557798656722,0.12093635591390779
306,discharge,3011.75,1.3403860264029774
307,charge,10812.766,
308,discharge,3005.734,1.3594078914195438
309,charge,10807.047,
310,discharge,2993.75,1.3457100861355502
311,charge,10815.985,
312,discharge,2998.125,1.3477611420854358
313,charge,10815.203,
314,discharge,2990.859,1.335482103134067
315,impedance,0.09328524535159866,0.12450078890869781
316,charge,10812.266,
317,impedance,0.09535677465034306,0.12198670246691332
318,discharge,3024.453,1.353154941842234
319,charge,10631.063,
320,discharge,3030.765,1.3709677706044292
321,charge,10815.844,
322,discharge,3020.813,1.357426672491866
323,charge,10811.531,
324,discharge,2998.156,1.3443678821106904
325,charge,10810.342999999993,
326,discharge,2986.766,1.33005823859453
327,impedance,0.11027513509828636,0.14267556943230475
328,charge,10810.109,
329,impedance,0.11190741546315816,0.14097962264783484
330,discharge,3032.328,1.4033641858066626
331,impedance,0.08874311077603712,0.11402812922601464
332,charge,10787.516,
333,impedance,0.08849633491058088,0.1149810457358202
334,discharge,3047.703,1.3865570950229378
335,charge,10668.625,
336,discharge,3034.968,1.3704138176872631
337,charge,10815.344,
338,discharge,3011.7339999999967,1.325319393635713
339,charge,10814.062,
340,discharge,3002.922,0.8439684993200656
341,charge,10638.484,
342,discharge,2986.718,0.29866180371583506
343,impedance,0.1434454534373857,0.1696785900507767
344,charge,10666.125,
345,impedance,0.1456294596992112,0.16919882777944895
346,discharge,3006.203,0.2344867974702557
347,charge,10496.344,
348,discharge,3011.609,0.20256330380725823
349,charge,10455.453,
350,discharge,2985.953,0.23531995654070248
351,charge,10542.188,
352,discharge,2976.3129999999946,0.23550427837482876
353,charge,10682.156,
354,discharge,2964.75,0.4304242256752923
355,impedance,0.1383388886674867,0.1654393476936564
356,charge,10794.25,
357,impedance,0.13829965170137862,0.16554973601439374
358,discharge,2969.953,0.46436333202696434
359,charge,10508.656,
360,discharge,2988.453,0.3994839380247729
361,charge,10531.406,
362,discharge,3001.235,1.461469789426299
363,charge,10811.484,
364,discharge,2976.234,1.4150999545382532
365,charge,10810.406000000003,
366,discharge,2950.39,1.383632373873956
367,impedance,0.09929948600789476,0.12884469811871962
368,charge,10812.828,
369,impedance,0.09953310614901513,0.13047489154074055
370,discharge,2941.719,1.3705402893609833
371,charge,10816.953,
372,discharge,2946.969,1.3557042566115398
373,charge,10816.0,
374,discharge,2936.171,1.3578385793919763
375,charge,10812.969,
376,discharge,2927.281,1.3609083979571395
377,charge,10810.235,
378,discharge,2924.422,1.3495626547684758
379,impedance,0.0981721661949024,0.12844163178918858
380,charge,10812.327999999994,
381,impedance,0.0990146912411192,0.12755032247762468
382,discharge,3023.859,1.1888877132486642
383,impedance,0.09156499869022534,0.1167033275167292
384,charge,10813.078,
385,impedance,0.09309172510975602,0.11613129750132017
386,discharge,3056.172,1.5041493934608645
387,charge,10718.25,
388,discharge,3045.078,1.4899088638712767
389,charge,10813.672000000006,
390,discharge,3034.25,1.475330178643193
391,charge,10813.625,
392,discharge,3022.609,1.459830765413703
393,charge,10814.219,
394,discharge,3028.828,1.4474169057725728
395,impedance,0.09426786771540728,0.11890185348301861
396,charge,10816.469,
397,impedance,0.09418206163745609,0.11722877225288837
398,discharge,3037.875,1.4676323674647154
399,charge,10616.703,
400,discharge,3023.187,1.441552493165527
401,charge,10817.984,
402,discharge,2996.922,1.418392873584403
403,charge,10812.358999999997,
404,discharge,2986.469,1.4031824838852518
405,charge,10818.204,
406,discharge,2979.219,1.3911104661211642
407,impedance,0.09203249442088297,0.118676792935604
408,charge,10813.203,
409,impedance,0.0909525815740188,0.11920061894356244
410,discharge,2995.047,1.4086019958134537
411,charge,10812.969,
412,discharge,2989.828,1.4137708903948947
413,charge,10818.125,
414,discharge,2989.391,1.412472234540845
415,charge,10815.469,
416,discharge,2967.2810000000027,1.3831900026575588
417,charge,10815.516,
418,discharge,2962.609,1.3646098107432565
419,impedance,0.0899524543270544,0.1198694595768923
420,charge,10811.14,
421,impedance,0.0892837984693767,0.1187425614046036
422,discharge,2957.016,1.369751365782437
423,charge,10812.468,
424,discharge,2973.281,1.3867946911071662
425,charge,10678.937,
426,discharge,2968.016,1.3918615875742792
427,charge,10678.609,
428,discharge,2959.281,1.377162352180965
429,charge,10814.265,
430,discharge,2942.797000000006,1.3599525359390852
431,impedance,0.08798390150663758,0.11757234445682817
432,charge,10814.5,
433,impedance,0.08648477558780619,0.11801855585627981
434,discharge,2978.89,1.379779043170725
435,impedance,0.08926692502946937,0.11663071034393327
436,charge,10813.187,
437,impedance,0.09032349584604371,0.11645568589521887
438,discharge,2948.891,1.3631373661966442
439,charge,10817.047000000006,
440,discharge,2938.547,1.3652295228794809
441,charge,10818.532,
442,discharge,2925.484,1.3498620694059131
443,charge,10818.734,
444,discharge,2917.297,1.3529504172332432
445,charge,10815.032,
446,discharge,2918.938,1.3535740542605128
447,impedance,0.08850984451834149,0.11863100806642851
448,charge,10812.547,
449,impedance,0.08951341187987773,0.11563642336105161
450,discharge,2918.25,1.3432225183905024
451,charge,10817.422,
452,discharge,2915.4839999999967,1.3412081769053426
453,charge,10812.734,
454,discharge,2906.015,1.3277389969987805
455,charge,10812.219,
456,discharge,2894.14,1.329778900445409
457,charge,10816.39,
458,discharge,2892.031,1.3356045028702495
459,impedance,0.08747820988750929,0.11728293547743668
460,charge,10815.938,
461,impedance,0.08763183476128283,0.11677989985884149
462,discharge,2888.719,1.3177489685711123
463,charge,10815.407,
464,discharge,2875.641,1.317605472474197
465,charge,10816.734,
466,discharge,2860.7810000000027,1.3185279522072382
467,charge,10811.922,
468,discharge,2852.844,1.3215397269813982
469,charge,10818.797,
470,discharge,2854.64,1.3046615372928705
471,impedance,0.0854189010487467,0.113827866854994
472,charge,10814.703,
473,impedance,0.09074511063945603,0.1096074278088891
474,discharge,2897.844,1.3280324770208678
475,charge,10818.328,
476,discharge,2896.063,1.3634549770713926
477,charge,10811.765,
478,discharge,2866.234,1.3291316747402466
479,charge,10815.328999999998,
480,discharge,2836.609,1.3124201086917682
481,charge,10815.813,
482,discharge,2829.516,1.3152825503676357
483,impedance,0.0847727467199266,0.11613003417031337
484,charge,10818.14,
485,impedance,0.08579020382149445,0.11292432770216322
