"date","Appliances","lights","T1","RH_1","T2","RH_2","T3","RH_3","T4","RH_4","T5","RH_5","T6","RH_6","T7","RH_7","T8","RH_8","T9","RH_9","T_out","Press_mm_hg","RH_out","Windspeed","Visibility","Tdewpoint"
"11-01-2016 18:40",230,70,19.92666667,45.86333333,19.35666667,44.4,19.79,44.9,18.89,46.43,17.1,55,6.19,87.86666667,17.2475,42.7175,18.1,48.59,17,45.29,5.97,734.3666667,91.33333333,5.666666667,40,4.63
"11-01-2016 18:50",580,60,20.06666667,46.39666667,19.42666667,44.4,19.79,44.82666667,19,46.43,17.1,55,6.123333333,87.99333333,17.53,44.26333333,18.06666667,48.63333333,16.89,45.29,5.98,734.4333333,91.16666667,5.833333333,40,4.62
"11-01-2016 19:00",430,50,20.13333333,48,19.56666667,44.4,19.89,44.9,19,46.36333333,17.1,55.09,6.123333333,88.59,17.82333333,45.49333333,18.06666667,48.56,16.96333333,45.29,6,734.5,91,6,40,4.6
"11-01-2016 19:10",250,40,20.26,52.72666667,19.73,45.1,19.89,45.49333333,19,47.22333333,17.1,55.16333333,6.0675,88.215,17.96333333,46.16,18.03333333,48.66666667,16.89,45.32666667,6,734.6166667,90.5,6,40,4.52
"11-01-2016 19:20",100,10,20.42666667,55.89333333,19.85666667,45.83333333,20.03333333,47.52666667,19,48.69666667,17.1,55.5,5.9,88.15666667,17.96333333,45.53333333,18.1,49.19333333,16.89,45.345,6,734.7333333,90,6,40,4.43
"11-01-2016 19:30",100,10,20.56666667,53.89333333,20.03333333,46.75666667,20.1,48.46666667,19,48.49,17.15,56.0425,5.8,88.36666667,17.89,44.92666667,18.15,49.2,16.89,45.32666667,6,734.85,89.5,6,40,4.35
"11-01-2016 19:40",90,10,20.73,52.66,20.16666667,47.22333333,20.2,48.53,18.92666667,48.15666667,17.16666667,56.49,5.726666667,88.16,17.76,44.26666667,18.23,49.63333333,16.89,45.29,6,734.9666667,89,6,40,4.27
"11-01-2016 19:50",70,30,20.85666667,53.66,20.2,47.05666667,20.2,48.4475,18.89,47.96333333,17.2,56.93333333,5.526666667,87.3,17.7,43.72666667,18.35666667,50.02666667,16.89,45.29,6,735.0833333,88.5,6,40,4.18
"11-01-2016 20:00",80,30,20.89,51.19333333,20.2,46.33,20.2,48.19333333,18.96333333,48.63,17.2,57.06,5.333333333,86.76,17.66666667,43.16,18.53333333,50.2,16.89,45.2,6,735.2,88,6,40,4.1
"11-01-2016 20:10",140,40,20.89,49.8,20.2,46.02666667,20.16666667,47.63333333,19.03333333,49.5,17.59333333,70.72666667,5.333333333,87.46333333,17.6,42.69333333,18.66666667,50.26,16.89,45.2,6,735.2333333,87.83333333,6,40,4.07
"11-01-2016 20:20",120,20,20.89,48.43333333,20.2,45.7225,20.16666667,47.3,19.175,49.9475,18.06666667,79,5.466666667,87.53,17.6,42.33333333,18.73,50.23,16.89,45.12666667,6,735.2666667,87.66666667,6,40,4.03
"11-01-2016 20:30",190,40,20.96333333,47.63333333,20.26,45.53,20.2,47.02666667,19.26,49.69666667,17.66666667,79.73,5.5,86.95666667,17.53333333,42.06666667,18.85666667,50.29,16.89,45.12666667,6,735.3,87.5,6,40,4
"11-01-2016 20:40",110,40,21.03333333,47.06333333,20.29,45.22333333,20.26,46.82666667,19.32333333,49.16666667,17.6,79.25666667,5.56,86.56333333,17.63333333,43.63333333,18.89,50.16333333,16.89,45.06,6,735.3333333,87.33333333,6,40,3.97
"11-01-2016 20:50",110,40,21.1,46.59666667,20.35666667,44.96333333,20.29,46.63333333,19.39,48.42666667,17.56666667,78.39333333,5.623333333,86.33,17.76,43.63333333,18.96333333,50.03,16.89,45,6,735.3666667,87.16666667,6,40,3.93
"11-01-2016 21:00",110,30,21.13333333,46.06,20.42666667,44.76,20.29,46.43333333,19.39,48.19333333,17.76,82.46,5.763333333,86.06333333,17.85666667,43.46,19,49.76,16.89,44.96666667,6,735.4,87,6,40,3.9
"11-01-2016 21:10",110,20,21.2,45.8,20.5,44.76,20.39,46.22333333,19.39,47.8,18.35666667,82.59,5.656666667,85.59,17.79,43.4,19.06666667,49.7,16.89,44.9,5.93,735.4666667,87.16666667,6,40,3.87
"11-01-2016 21:20",100,30,21.29,45.9,20.53333333,45.09,20.39,46.09,19.39,47.56,18.35666667,70.99,5.53,85.73,17.89,43.79,19.13333333,49.63333333,16.89,44.79,5.87,735.5333333,87.33333333,6,40,3.83
"11-01-2016 21:30",100,20,21.35666667,45.82666667,20.66666667,45.16333333,20.39,46.09,19.39,47.5,18.6,62.43,5.433333333,86.32666667,17.89,43.79,19.2,49.43333333,16.89,44.79,5.8,735.6,87.5,6,40,3.8
"11-01-2016 21:40",100,20,21.39,45.69,20.7,45.06,20.39,46.09,19.42666667,47.99333333,18.66666667,59.03,5.5,86.6,17.89,43.7,19.23,49.4,16.89,44.7,5.73,735.6666667,87.66666667,6,40,3.77
"11-01-2016 21:50",100,20,21.5,45.33333333,20.7,44.93333333,20.39,46.06,19.56666667,48.46666667,18.82333333,56.72666667,5.59,86.46666667,17.865,43.57,19.29,49.32666667,16.89,44.7,5.67,735.7333333,87.83333333,6,40,3.73
"11-01-2016 22:00",110,20,21.5,45.12666667,20.79,44.63333333,20.39,46,19.66666667,48.09333333,18.96333333,55.33333333,5.59,86.325,17.79,43.4,19.29,49.16333333,16.82333333,44.59,5.6,735.8,88,6,40,3.7
"11-01-2016 22:10",400,20,21.53333333,44.96666667,20.79,44.36,20.42666667,45.93333333,19.6,47.5,19.03333333,54.09333333,5.656666667,86.22666667,17.79,43.22333333,19.35666667,49.03,16.82333333,44.53,5.65,735.8833333,87.83333333,6.166666667,40,3.72
"11-01-2016 22:20",400,20,21.6,44.76666667,20.89,44.22333333,20.5,45.93333333,19.69666667,47.62666667,19.1,53.36666667,5.833333333,85.76666667,17.79,43.03,19.39,48.86333333,16.89,44.59,5.7,735.9666667,87.66666667,6.333333333,40,3.73
"11-01-2016 22:30",390,30,21.6,44.56,20.96333333,43.96333333,20.5,45.79,20.09666667,47.56666667,19.15833333,52.4725,5.9,85.03333333,17.79,42.76,19.39,48.86333333,16.89,44.5225,5.75,736.05,87.5,6.5,40,3.75
"11-01-2016 22:40",240,20,21.6,44.36,21,43.83333333,20.5,45.73,20.59666667,47.22333333,19.2,51.99,6,84.12666667,17.79,42.62666667,19.34,48.95,16.82333333,44.43333333,5.8,736.1333333,87.33333333,6.666666667,40,3.77
"11-01-2016 22:50",60,20,21.6,44.2,21,43.7,20.5,45.59,20.99666667,47.03,19.2225,51.52,6,84.06,17.7,42.62666667,19.29,49.23,16.89,44.5,5.85,736.2166667,87.16666667,6.833333333,40,3.78
"11-01-2016 23:00",60,20,21.6,44.2,21,43.59,20.4175,45.545,21.16666667,46.52666667,19.29,51.23,5.966666667,84.79,17.7,42.76,19.35666667,49.43,16.89,44.5,5.9,736.3,87,7,40,3.8
"11-01-2016 23:10",60,20,21.6,44.2,21,43.59,20.39,45.66333333,21.03333333,46.4,19.29,51.06,5.9,85.59666667,17.7,43.03,19.39,49.89,16.89,45.06666667,5.8,736.4,87.83333333,6.833333333,37,3.85
"11-01-2016 23:20",50,10,21.6,44.2,21,43.7,20.29,45.73,20.96333333,46.43333333,19.29,50.93333333,5.763333333,86.26,17.7,43.16333333,19.39,50.16333333,16.89,45.26,5.7,736.5,88.66666667,6.666666667,34,3.9
"11-01-2016 23:30",70,20,21.5,44.23,20.92666667,43.76,20.29,45.79,20.865,46.5675,19.29,50.86333333,5.623333333,86.59333333,17.7,43.4,19.39,50.46333333,16.89,45.43333333,5.6,736.6,89.5,6.5,31,3.95
"11-01-2016 23:40",60,20,21.5,44.36333333,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.49666667,17.7,43.46666667,19.39,50.72333333,16.89,45.56,5.5,736.7,90.33333333,6.333333333,28,4
"11-01-2016 23:50",40,20,21.39,44.43333333,20.79,43.79,20.23,45.65666667,20.7,46.79,19.2,50.66333333,5.59,87.89666667,17.7,43.62666667,19.39,50.96333333,16.89,45.62666667,5.4,736.8,91.16666667,6.166666667,25,4.05
"12-01-2016 00:00",40,10,21.39,44.56,20.79,43.86333333,20.2,45.66333333,20.63333333,46.79,19.2,50.53,5.59,88.63333333,17.7,43.76,19.39,51.16333333,16.89,45.7,5.3,736.9,92,6,22,4.1
"12-01-2016 00:10",30,20,21.29,44.82666667,20.7,44,20.2,45.59,20.56666667,46.93333333,19.2,50.5,5.53,89.02666667,17.7,43.93333333,19.46333333,51.5,16.89,45.79,5.27,737,92,6,25,4.07
"12-01-2016 00:20",40,20,21.29,44.96666667,20.63333333,44,20.16666667,45.5,20.5,47.13333333,19.2,50.43333333,5.53,89.4,17.76,44.33333333,19.39,51.56,16.89,45.86333333,5.23,737.1,92,6,28,4.03
"12-01-2016 00:30",50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.16666667,50.36333333,5.53,89.19333333,17.79,44.96333333,19.39,51.86,16.89,45.9,5.2,737.2,92,6,31,4
"12-01-2016 00:40",310,10,21.2,45.09,20.6,44.09,20.1,45.5,20.42666667,47.23,19.1,50.29,5.4,89.4,17.79,45.22333333,19.39,52,16.89,45.96666667,5.17,737.3,92,6,34,3.97
"12-01-2016 00:50",380,20,21.16666667,45.23,20.5,44.12666667,20.1,45.5,20.46,47.36,19.06666667,50.26,5.2,88.99,17.79,45.32666667,19.35666667,52.09,16.89,46.03,5.13,737.4,92,6,37,3.93
"12-01-2016 01:00",380,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.79333333,47.56,19,50.12666667,4.866666667,89.06333333,17.79,45.425,19.29,52.16333333,16.89,46.09,5.1,737.5,92,6,40,3.9
"12-01-2016 01:10",370,20,21,45.4,20.39,44.2,20.1,45.59,21.26333333,47.46666667,19,50.09,4.933333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.12,737.6333333,92,5.833333333,40,3.92
"12-01-2016 01:20",120,10,21,45.59,20.39,44.26,20.1,45.59,21.59666667,47.4,19,50.03,5,91.43333333,17.79,45.73,19.23,52.9,16.89,46.2,5.13,737.7666667,92,5.666666667,40,3.93
"12-01-2016 01:30",50,0,20.92666667,45.59,20.29,44.29,20.16666667,45.53,21.89,46.96666667,19,50.03,4.866666667,91.26,17.79,45.86333333,19.29,53.5,16.89,46.29,5.15,737.9,92,5.5,40,3.95
"12-01-2016 01:40",40,0,20.89,45.66666667,20.23,44.29,20.13333333,45.5,21.82333333,46.22666667,18.92666667,50.09,4.726666667,91.59333333,17.79,45.82666667,19.29,53.96,16.89,46.43333333,5.17,738.0333333,92,5.333333333,40,3.97
"12-01-2016 01:50",50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.66666667,46.06,18.89,50.09,4.466666667,91.76,17.79,45.96666667,19.29,54.46333333,16.89,46.63333333,5.18,738.1666667,92,5.166666667,40,3.98
"12-01-2016 02:00",40,0,20.79,46.2,20.2,44.46666667,20.16666667,45.5,21.53333333,45.93333333,18.89,50.1725,4.333333333,91.76,17.79,46,19.2225,54.7225,16.89,46.82666667,5.2,738.3,92,5,40,4
"12-01-2016 02:10",50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.35666667,45.9,18.89,50.2,4.156666667,91.83333333,17.79,46,19.2,54.96666667,16.96333333,46.96666667,5.13,738.4,92,4.833333333,40,3.93
"12-01-2016 02:20",50,0,20.7,46.26,20.1,44.59,20.13333333,45.4,21.23,45.9,18.79,50.09,4.156666667,92.56666667,17.89,46,19.2,54.96666667,17,47.23,5.07,738.5,92,4.666666667,40,3.87
"12-01-2016 02:30",50,0,20.7,46.2,20,44.43333333,20.2,45.5,21.06666667,45.9,18.79,50.09,4.333333333,93.53,17.89,46.06,19.2,54.9,17,47.36333333,5,738.6,92,4.5,40,3.8
"12-01-2016 02:40",40,0,20.6,46.2,20,44.5,20.2,45.5,20.92666667,45.9,18.79,50.09,4.333333333,93.32333333,17.89,46.09,19.2,54.86333333,17,47.53,4.93,738.7,92,4.333333333,40,3.73
"12-01-2016 02:50",40,0,20.6,46.12666667,20,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.12666667,17.82333333,45.96333333,19.13333333,54.79,17,47.66333333,4.87,738.8,92,4.166666667,40,3.67
"12-01-2016 03:00",30,0,20.56666667,46.06666667,19.89,44.59,20.2,45.4,20.66666667,46,18.7,50.09,4.063333333,92.86666667,17.85666667,45.96666667,19.2,54.9,17,47.82666667,4.8,738.9,92,4,40,3.6
"12-01-2016 03:10",20,0,20.5,46.2,19.82333333,44.53,20.29,45.46666667,20.53333333,46,18.7,50.09,3.863333333,92.96666667,17.85666667,45.96666667,19.2,54.96666667,17,47.9,4.82,739.0166667,92.16666667,4.333333333,40,3.63
"12-01-2016 03:20",20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.09333333,17.89,46.2,19.2,55.09,17,48.03,4.83,739.1333333,92.33333333,4.666666667,40,3.67
"12-01-2016 03:30",40,0,20.42666667,46.23,19.79,44.53,20.2,45.4,20.39,46.16333333,18.63333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17,48.09,4.85,739.25,92.5,5,40,3.7
"12-01-2016 03:40",50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50,4.19,94.65666667,17.89,46.2,19.2,54.86333333,17.06666667,48.29,4.87,739.3666667,92.66666667,5.333333333,40,3.73
"12-01-2016 03:50",50,0,20.39,46.36333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50,4.263333333,94.79666667,17.89,46.12666667,19.2,54.73,17.06666667,48.36333333,4.88,739.4833333,92.83333333,5.666666667,40,3.77
"12-01-2016 04:00",40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50,4.463333333,95.03,17.89,46.09,19.1,54.56,17.03333333,48.46333333,4.9,739.6,93,6,40,3.8
"12-01-2016 04:10",50,0,20.29,46.545,19.63333333,44.62666667,20.29,45.5,20.03333333,46.29,18.53333333,50,4.59,95.03,17.89,45.92,19.1,54.5,17.03333333,48.59,4.92,739.65,92.66666667,5.833333333,40,3.77
"12-01-2016 04:20",40,0,20.23,46.5,19.6,44.59,20.29,45.5,20,46.4,18.5,50,4.726666667,94.86666667,17.89,45.73,19.1,54.5,17.03333333,48.76666667,4.93,739.7,92.33333333,5.666666667,40,3.73
"12-01-2016 04:30",40,0,20.2,46.43333333,19.6,44.59,20.29,45.5,19.92666667,46.46666667,18.5,50,4.8,94.72666667,17.89,45.7,19.1,54.5,17.03333333,48.9,4.95,739.75,92,5.5,40,3.7
"12-01-2016 04:40",40,0,20.2,46.56,19.56666667,44.7,20.29,45.56,19.85666667,46.46666667,18.5,50,4.8,94.49333333,17.89,45.7,19.1,54.4,17.1,49.045,4.97,739.8,91.66666667,5.333333333,40,3.67
"12-01-2016 04:50",60,0,20.16666667,46.36333333,19.5,44.7,20.29,45.59,19.79,46.46666667,18.5,50,4.8,94.22666667,17.89,45.59,19.1,54.4,17.1,49.2,4.98,739.85,91.33333333,5.166666667,40,3.63
"12-01-2016 05:00",50,0,20.1,46.36333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50,4.8,94.12666667,17.89,45.66333333,19.1,54.29,17.1,49.26,5,739.9,91,5,40,3.6
"12-01-2016 05:10",50,0,20.1,46.5,19.42666667,44.73,20.29,45.59,19.7,46.66333333,18.4725,49.975,4.8,94,17.89,45.59,19.1,54.23,17.1,49.29,4.98,739.9666667,91.66666667,4.833333333,40,3.68
"12-01-2016 05:20",40,0,20.03333333,46.36,19.39,44.73,20.29,45.59,19.66666667,46.66333333,18.39,49.9,4.763333333,93.56333333,17.89,45.59,19.05,54.045,17.1,49.36333333,4.97,740.0333333,92.33333333,4.666666667,40,3.77
"12-01-2016 05:30",40,0,20,46.29,19.39,44.79,20.35666667,45.59,19.6,46.59,18.39,49.9,4.763333333,94.02333333,17.89,45.62666667,19,54,17.1,49.43333333,4.95,740.1,93,4.5,40,3.85
"12-01-2016 05:40",40,0,20,46.29,19.39,44.79,20.39,45.59,19.6,46.62666667,18.39,49.9,4.833333333,94.72666667,17.89,45.62666667,19.06666667,54,17.1,49.56,4.93,740.1666667,93.66666667,4.333333333,40,3.93
"12-01-2016 05:50",40,0,20,46.23,19.39,44.79,20.32333333,45.59,19.6,46.7,18.39,49.9,4.833333333,95,17.89,45.59,19.1,53.9,17.1,49.62666667,4.92,740.2333333,94.33333333,4.166666667,40,4.02
"12-01-2016 06:00",50,0,19.92666667,46.23,19.29,44.9,20.32333333,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.72333333,19.03333333,53.82666667,17.1,49.7,4.9,740.3,95,4,40,4.1
"12-01-2016 06:10",70,10,19.89,46.23,19.29,44.925,20.32333333,45.59,19.5,46.7,18.35666667,49.93333333,4.9975,95.82,17.89,45.9,19,53.79,17.1,49.82666667,4.93,740.4333333,94.66666667,4.166666667,38.16666667,4.1
"12-01-2016 06:20",40,0,19.89,46.43,19.29,45,20.29,45.59,19.42666667,46.7,18.29,50,5.09,96.03,17.89,45.96666667,19,53.79,17.1,49.96666667,4.97,740.5666667,94.33333333,4.333333333,36.33333333,4.1
"12-01-2016 06:30",30,0,19.89,46.62666667,19.29,45.12666667,20.29,45.59,19.39,46.7,18.29,50.12666667,5,95.9,17.89,45.9,19,53.76,17.13333333,50,5,740.7,94,4.5,34.5,4.1
"12-01-2016 06:40",20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5,95.96666667,17.89,45.82666667,19,53.7,17.2,50,5.03,740.8333333,93.66666667,4.666666667,32.66666667,4.1
"12-01-2016 06:50",30,0,19.89,46.86333333,19.2,45.245,20.29,45.43333333,19.29,46.79,18.29,50.23,4.966666667,95.93333333,17.89,45.7225,19,53.875,17.2,50,5.07,740.9666667,93.33333333,4.833333333,30.83333333,4.1
"12-01-2016 07:00",40,10,19.82333333,46.86333333,19.2,45.36333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93333333,17.89,45.79,19,54,17.2,50,5.1,741.1,93,5,29,4.1
"12-01-2016 07:10",50,10,19.85666667,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.42666667,4.933333333,96.09,17.89,45.86333333,19,54.06,17.2,50.09,5.1,741.2166667,92.66666667,5,30.83333333,4.05
"12-01-2016 07:20",60,20,19.79,46.79,19.2,45.32666667,20.16666667,45.29,19.29,46.59666667,18.23,50.83333333,4.933333333,96.09,17.89,45.52,18.92666667,53.8,17.2,49.96333333,5.1,741.3333333,92.33333333,5,32.66666667,4
"12-01-2016 07:30",60,20,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.29666667,18.2,51.26666667,5,96.09,17.89,45.14,18.9725,53.15,17.2,49.72333333,5.1,741.45,92,5,34.5,3.95
"12-01-2016 07:40",70,20,19.79,47.42666667,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.52666667,5,96.09,17.85666667,44.83333333,18.89,52.8,17.2,49.46333333,5.1,741.5666667,91.66666667,5,36.33333333,3.9
"12-01-2016 07:50",60,30,19.79,48.36666667,19.1,45,20.1,45.29,19.16666667,45.96666667,18.1,51.82666667,5,96.09,17.79,44.56666667,18.85666667,52.36333333,17.15,48.995,5.1,741.6833333,91.33333333,5,38.16666667,3.85
"12-01-2016 08:00",140,20,19.79,48.66666667,19.1,45,20.2,45.29,19.16666667,45.9,18.1,51.96666667,5.06,96.15666667,17.79,44.32666667,18.79,51.96333333,17.1,48.63333333,5.1,741.8,91,5,40,3.8
"12-01-2016 08:10",110,30,19.79,48.53333333,19.06666667,45.06,20.13333333,45.29,19.2,45.76,18.1,52.12666667,5.09,96.02666667,17.85666667,44.66,18.79,51.63333333,17.1,48.36,5.05,741.8833333,91,5,40,3.73
"12-01-2016 08:20",90,10,19.89,50,19.02222222,45.04444444,20.15,45.245,19.2,45.62666667,18.03333333,52.2,5.09,95.76,18,45.06333333,18.79,51.395,17.1,48.02666667,5,741.9666667,91,5,40,3.67
"12-01-2016 08:30",60,0,19.89,48.73333333,19.1,45.2,20.1,45.2,19.1,45.52666667,18.05,52.4,5,95.45666667,18,44.45666667,18.7,51.045,17.1,47.76666667,4.95,742.05,91,5,40,3.6
"12-01-2016 08:40",60,0,19.89,48.02666667,19.03333333,45.12666667,20.1,45.2,19.1,45.4,18,52.5,4.793333333,94.79,17.89,43.96,18.7,50.76,17.1,47.46666667,4.9,742.1333333,91,5,40,3.53
"12-01-2016 08:50",60,0,19.89,47.63333333,19,45.09,20.1,45.2,19.1,45.36333333,18,52.56,4.466666667,94.19333333,17.89,43.56666667,18.7,50.645,17.03333333,47.26666667,4.85,742.2166667,91,5,40,3.47
"12-01-2016 09:00",50,0,19.85666667,47.06333333,19,45.03,20.1,45.2,19.1,45.23,18,52.79,4.2975,94.45,17.85666667,43.1,18.7,50.42,17,46.93,4.8,742.3,91,5,40,3.4
"12-01-2016 09:10",60,0,19.79,46.65666667,19,44.96666667,20.1,45.16333333,19.1,45.09,17.92666667,52.79,4.063333333,94.19333333,17.79,42.76666667,18.63333333,50.15666667,17.06666667,46.79,4.88,742.3833333,91,5,38.16666667,3.48
"12-01-2016 09:20",50,0,19.79,46.33333333,19,44.82666667,20.1,45.09,19.1,44.96666667,17.89,52.76,4.03,94.66666667,17.79,42.43,18.66666667,50.02666667,17.03333333,46.59,4.97,742.4666667,91,5,36.33333333,3.57
"12-01-2016 09:30",30,0,19.79,46.06666667,19,44.645,20.1,45.16333333,19.03333333,44.76666667,17.89,52.03333333,4.09,95,17.79,42.23,18.6,49.82666667,17.03333333,46.39,5.05,742.55,91,5,34.5,3.65
"12-01-2016 09:40",40,0,19.76,45.86333333,18.96333333,44.56,20.03333333,44.96333333,19,44.66333333,18,50.9,4.123333333,95.39666667,17.7,41.96666667,18.6,49.66333333,17,46.16333333,5.13,742.6333333,91,5,32.66666667,3.73
"12-01-2016 09:50",30,0,19.7,45.79,18.96333333,44.43333333,20,44.9,19.06666667,44.59,18,50.42666667,4.263333333,95.79666667,17.7,41.82666667,18.6,49.59,17,46.03,5.22,742.7166667,91,5,30.83333333,3.82
"12-01-2016 10:00",260,0,19.7,45.66333333,18.89,44.29,20,44.9,19.1,44.69333333,18,49.93,4.463333333,96.26,17.7,41.66333333,18.6,49.46666667,17,45.86333333,5.3,742.8,91,5,29,3.9
"12-01-2016 10:10",500,0,19.7,45.59,18.89,44.23,19.89,44.9,19.16666667,45.02666667,18,49.65666667,4.73,96.46666667,17.7,41.59,18.53333333,49.4,17,45.73,5.48,742.8833333,90.16666667,5,30.83333333,3.95
"12-01-2016 10:20",450,0,19.73,47.79333333,18.92666667,44.23,19.89,44.9,19.36,45.36,18,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17,45.66333333,5.67,742.9666667,89.33333333,5,32.66666667,4
"12-01-2016 10:30",50,10,19.79,48.79333333,19,44.36333333,19.89,44.86333333,19.69333333,45.56,18,49.56,5.156666667,96.5,17.7,41.4,18.5,49.2,17,45.46333333,5.85,743.05,88.5,5,34.5,4.05
"12-01-2016 10:40",60,0,19.89,47.94,19.03333333,44.56666667,19.96333333,44.86333333,20,45.13333333,18.03333333,49.62666667,5.333333333,96.56,17.7,41.32666667,18.5,49.09,17.03333333,45.29,6.03,743.1333333,87.66666667,5,36.33333333,4.1
"12-01-2016 10:50",60,0,19.89,47.16,19.03333333,44.56666667,19.92666667,44.79,20.06666667,44.86,18.1,49.56666667,5.4,96.29333333,17.7,41.26,18.5,49.09,17.03333333,45.23,6.22,743.2166667,86.83333333,5,38.16666667,4.15
"12-01-2016 11:00",50,0,19.89,46.76666667,19.03333333,44.5,20,44.79,20.13333333,44.7,18.03333333,49.32666667,5.53,96.19,17.7,41.2,18.5,49,17.05,45.245,6.4,743.3,86,5,40,4.2
"12-01-2016 11:10",50,0,20,46.29666667,19.1,44.5,20,44.79,20.2,44.62666667,18.1,49.32666667,5.796666667,96.19,17.73,41.02666667,18.5,48.93333333,17.1,45.29,6.5,743.3333333,85.16666667,5.333333333,38,4.17
"12-01-2016 11:20",50,0,20,45.96333333,19.1,44.46666667,19.92666667,44.79,20.2,44.59,18.1,49.26,5.833333333,95.02333333,17.79,40.9,18.42666667,48.59,17.1,45.23,6.6,743.3666667,84.33333333,5.666666667,36,4.13
"12-01-2016 11:30",60,0,20,46.22333333,19.1,44.4,19.945,44.79,20.13333333,44.46333333,18.1,49.12666667,5.966666667,94.56333333,17.79,40.7,18.5,48.46333333,17.1,45.2,6.7,743.4,83.5,6,34,4.1
"12-01-2016 11:40",60,0,20,45.96333333,19.1,44.29,19.89,44.76,20.1,44.16333333,18.1,49.09,6.245,93.745,17.85666667,40.62666667,18.5,48.19,17.1,45.12666667,6.8,743.4333333,82.66666667,6.333333333,32,4.07
"12-01-2016 11:50",60,0,20,45.72333333,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49,6.433333333,91.23,17.82333333,40.46666667,18.5,47.96666667,17.1,45.2,6.9,743.4666667,81.83333333,6.666666667,30,4.03
